Epoch,Learning Rate,Training Loss,Validation Accuracy
110,1.0000000000000002e-06,3.5540410637488855,69.94258880615234
111,1.0000000000000002e-06,3.560632745820893,70.43177795410156
112,1.0000000000000002e-06,3.5566557354367503,70.40777587890625
113,1.0000000000000002e-06,3.5606400144074013,69.9539794921875
114,1.0000000000000002e-06,3.5539427078852897,70.75274658203125
115,1.0000000000000002e-06,3.5442042349603144,70.51856994628906
116,1.0000000000000002e-06,3.521089901562344,70.05305480957031
117,1.0000000000000002e-06,3.5192361953703544,70.29881286621094
118,1.0000000000000002e-06,3.517354772670818,70.24341583251953
119,1.0000000000000002e-06,3.5083587029819676,70.17833709716797
120,1.0000000000000002e-06,3.4955843963643636,69.79984283447266
121,1.0000000000000002e-06,3.4897354228534807,70.16454315185547
122,1.0000000000000002e-06,3.489498003292803,70.2414779663086
123,1.0000000000000002e-06,3.4856630413848055,70.03439331054688
124,1.0000000000000002e-06,3.500216874492805,69.94029998779297
125,1.0000000000000002e-06,3.4663014835341928,70.06845092773438
126,1.0000000000000002e-06,3.46403059805409,70.57536315917969
127,1.0000000000000002e-06,3.46841775593097,70.00930786132812
128,1.0000000000000002e-06,3.451181450440854,70.1788558959961
129,1.0000000000000002e-06,3.4456946017803776,70.15564727783203
130,1.0000000000000002e-06,3.4454557420214695,70.07722473144531
131,1.0000000000000002e-06,3.4165262506413328,69.86023712158203
132,1.0000000000000002e-06,3.425369451183886,69.84880828857422
133,1.0000000000000002e-06,3.434808892373067,70.4815444946289
134,1.0000000000000002e-06,3.4169175123505204,70.44502258300781
135,1.0000000000000002e-06,3.4206704383000304,70.04542541503906
136,1.0000000000000002e-06,3.4058773440687222,69.7145767211914
137,1.0000000000000002e-06,3.403390007920015,70.47706604003906
138,1.0000000000000002e-06,3.386871406058626,70.28910064697266
139,1.0000000000000002e-06,3.4340177597962716,69.97645568847656
140,1.0000000000000002e-06,3.39931558450366,69.25049591064453
141,1.0000000000000002e-06,3.3884331907867447,70.13854217529297
142,1.0000000000000002e-06,3.3861935259161506,70.1933364868164
143,1.0000000000000002e-06,3.370770243912302,69.6494369506836
144,1.0000000000000002e-06,3.371173987918779,69.72225952148438
145,1.0000000000000002e-06,3.3576241210348967,69.46968078613281
146,1.0000000000000002e-06,3.3508087820675243,70.1292953491211
147,1.0000000000000002e-06,3.337539090418293,70.05097961425781
148,1.0000000000000002e-06,3.3383154684826564,69.67041015625
149,1.0000000000000002e-06,3.3334302077333886,70.10839080810547
150,1.0000000000000002e-06,3.327685662573199,69.6808853149414
151,1.0000000000000002e-06,3.338542532139881,69.94961547851562
152,1.0000000000000002e-06,3.3145863671127374,69.36662292480469
153,1.0000000000000002e-06,3.3032181242642027,70.11410522460938
154,1.0000000000000002e-06,3.2986071977973994,70.31806182861328
155,1.0000000000000002e-06,3.3079492065982317,70.03046417236328
156,1.0000000000000002e-06,3.300738319802271,69.83560943603516
157,1.0000000000000002e-06,3.2875797273379477,69.69242858886719
158,1.0000000000000002e-06,3.3238844342393365,70.07485961914062
159,1.0000000000000002e-06,3.2871519762043273,70.11139678955078
160,1.0000000000000002e-06,3.284741635889503,70.20329284667969
161,1.0000000000000002e-06,3.2833142718922925,69.25294494628906
162,1.0000000000000002e-06,3.260778732774368,69.89466857910156
163,1.0000000000000002e-06,3.2729450396060176,70.02627563476562
164,1.0000000000000002e-06,3.2653464121409526,69.6911392211914
165,1.0000000000000002e-06,3.2612233361169074,69.8091049194336
166,1.0000000000000002e-06,3.27191100144615,69.89373779296875
167,1.0000000000000002e-06,3.2552976848357287,70.04270935058594
168,1.0000000000000002e-06,3.2366332997889553,69.98033905029297
169,1.0000000000000002e-06,3.2474935344954763,69.8624496459961
170,1.0000000000000002e-06,3.235749703741609,70.12583923339844
171,1.0000000000000002e-06,3.2261134435714984,70.16175079345703
172,1.0000000000000002e-06,3.214069672026325,69.73831939697266
173,1.0000000000000002e-06,3.214584415538369,69.79730224609375
174,1.0000000000000002e-06,3.2209566686588222,70.08590698242188
175,1.0000000000000002e-06,3.2114230682450198,69.650634765625
176,1.0000000000000002e-06,3.1965779095663214,70.04411315917969
177,1.0000000000000002e-06,3.2230772486027117,69.63896942138672
178,1.0000000000000002e-06,3.2097473581604072,69.79345703125
179,1.0000000000000002e-06,3.195750940287747,69.97930145263672
180,1.0000000000000002e-06,3.1920219197725994,70.04759216308594
181,1.0000000000000002e-06,3.1956662541270737,69.79530334472656
182,1.0000000000000002e-06,3.1883877638945073,69.95233917236328
183,1.0000000000000002e-06,3.1751203984893257,70.04383850097656
184,1.0000000000000002e-06,3.191276961538338,70.19405364990234
185,1.0000000000000002e-06,3.1630131280057925,69.91431427001953
186,1.0000000000000002e-06,3.179274587193468,69.88221740722656
187,1.0000000000000002e-06,3.1802180272557976,69.49646759033203
188,1.0000000000000002e-06,3.164939777395962,69.71284484863281
189,1.0000000000000002e-06,3.1473354948253207,69.79963684082031
190,1.0000000000000002e-06,3.193209478944907,70.20085906982422
191,1.0000000000000002e-06,3.1569765543539727,70.16162109375
192,1.0000000000000002e-06,3.139296998966746,70.13126373291016
193,1.0000000000000002e-06,3.141770594854501,69.6741714477539
194,1.0000000000000002e-06,3.128919891008671,69.51139831542969
195,1.0000000000000002e-06,3.1295881772998224,70.13567352294922
196,1.0000000000000002e-06,3.1267131297492186,69.56253814697266
197,1.0000000000000002e-06,3.127397880654146,69.54200744628906
198,1.0000000000000002e-06,3.1224573940397864,70.0420913696289
199,1.0000000000000002e-06,3.128213435062988,69.8343505859375
200,1.0000000000000002e-06,3.1153292599959257,69.62870025634766
